instant;dteday;yr;mnth;holiday;workingday;atemp;windspeed;leaflets;price_reduction;weekday_0;weekday_1;weekday_2;weekday_3;weekday_4;weekday_5;weekday_6;season_1;season_2;season_3;season_4;weathersit_1;weathersit_2;weathersit_3;weathersit_4;cnt
154;-0.9933554081432371;-0.13808659788804575;-0.17586311452816475;0.6859943405700352;0.7081042715058824;0.5547203411852943;1.5273625790593017;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;2.495779570124453;-0.420084025208403;-0.5876150779384646;1.6870547845739468;-0.5747842552932688;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;-0.4159557732673509;0.9824492228080624;5312
685;1.0066890377827438;1.315456537775595;-0.17586311452816475;0.6859943405700352;-0.9302727690598531;-0.24537394759710449;-0.8464450039128936;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;2.412090756622109;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;-0.5747842552932688;1.8042503010769237;-1.2909944487358056;1.3677768082290278;-0.1655211777204736;1.3860186957608849;0.4833217599081153;5445
368;1.0066890377827438;-1.5916297335516865;-0.17586311452816475;0.6859943405700352;-2.16676738280949;1.4540213997913516;-1.1629526816425195;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;2.495779570124453;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;1.701794316626982;-0.5927489783638191;-0.5747842552932688;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;-1.3169430077814688;-0.5149331658917787;2236
472;1.0066890377827438;-0.7195038521535021;5.686240703077327;-1.4577379737113252;0.8814731465535824;0.8080747433734851;-0.0003956345971623647;-0.42008402520840293;-0.4034732923929646;2.4614677591656093;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;1.6870547845739468;-0.5747842552932688;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;-0.4159557732673509;-1.0140606287917258;6370
442;1.0066890377827438;-1.0102124792862301;-0.17586311452816475;-1.4577379737113252;0.19603853870361784;-0.583225095185197;0.20046500703894646;2.3804761428476167;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;2.380476142847617;1.701794316626982;-0.5927489783638191;-0.5747842552932688;-0.5542468245138262;-1.2909944487358056;1.3677768082290278;-0.1655211777204736;-1.3169430077814688;1.4815766857080093;7836
257;-0.9933554081432371;0.7340392835101387;-0.17586311452816475;0.6859943405700352;0.9561742216362032;-0.13100970013527788;0.1274247737167251;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;2.4282816402011385;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;1.7397832156863375;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;0.48503146124676694;-0.015805702991831688;4785
413;1.0066890377827438;-1.3009211064189583;-0.17586311452816475;0.6859943405700352;-0.7609898400813913;0.17698193562686404;0.8334803624981986;2.3804761428476167;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;2.495779570124453;-0.420084025208403;1.701794316626982;-0.5927489783638191;-0.5747842552932688;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;-1.3169430077814688;0.9824492228080624;4154
643;1.0066890377827438;1.0247479106428667;-0.17586311452816475;0.6859943405700352;0.8381184516204536;-0.5285559006673594;-1.5890207093554778;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;2.412090756622109;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;-0.5747842552932688;1.8042503010769237;-1.2909944487358056;1.3677768082290278;-0.1655211777204736;1.3860186957608849;0.4833217599081153;7328
274;-0.9933554081432371;1.0247479106428667;-0.17586311452816475;-1.4577379737113252;-0.37900690633531825;0.8677378353735866;-0.6821044789378954;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;2.380476142847617;-0.5876150779384646;-0.5927489783638191;-0.5747842552932688;1.8042503010769237;-1.2909944487358056;1.3677768082290278;-0.1655211777204736;1.3860186957608849;1.4815766857080093;2429
129;-0.9933554081432371;-0.4287952250207739;-0.17586311452816475;0.6859943405700352;0.32204786786177614;-0.06149464718216651;0.5960996042009791;-0.42008402520840293;-0.4034732923929646;2.4614677591656093;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;1.6870547845739468;-0.5747842552932688;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;-0.4159557732673509;-1.0140606287917258;4362
175;-0.9933554081432371;-0.13808659788804575;-0.17586311452816475;0.6859943405700352;1.1413393165570753;0.3062559634117365;0.23698512370005717;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;2.495779570124453;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;1.7397832156863375;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;0.48503146124676694;0.9824492228080624;4991
213;-0.9933554081432371;0.44333065637741054;-0.17586311452816475;0.6859943405700352;1.4327140569357097;-0.21557036742295366;-1.2603396594054814;-0.42008402520840293;-0.4034732923929646;2.4614677591656093;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;1.7397832156863375;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;0.48503146124676694;-1.0140606287917258;4266
533;1.0066890377827438;-0.13808659788804575;-0.17586311452816475;-1.4577379737113252;0.7553577699401918;-0.13606751950531457;1.1682480985583799;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;2.380476142847617;-0.5876150779384646;1.6870547845739468;-0.5747842552932688;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;-0.4159557732673509;1.4815766857080093;7702
590;1.0066890377827438;0.44333065637741054;-0.17586311452816475;-1.4577379737113252;1.0664573369919994;-0.48887638883228446;-1.3820733816091837;-0.42008402520840293;2.4784787961282104;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;1.7397832156863375;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;0.48503146124676694;-1.5131880916916727;6544
221;-0.9933554081432371;0.44333065637741054;-0.17586311452816475;0.6859943405700352;1.5626471419374561;-0.2602837279201503;-1.6803210010082545;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;2.495779570124453;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;1.7397832156863375;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;0.48503146124676694;-0.5149331658917787;4602
269;-0.9933554081432371;0.7340392835101387;-0.17586311452816475;0.6859943405700352;0.7200127769198882;-0.5832570561290835;-1.4916337315925159;2.3804761428476167;-0.4034732923929646;2.4614677591656093;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;-0.5747842552932688;1.8042503010769237;-1.2909944487358056;1.3677768082290278;-0.1655211777204736;1.3860186957608849;-1.0140606287917258;4630
417;1.0066890377827438;-1.3009211064189583;-0.17586311452816475;0.6859943405700352;-1.1135414859577508;0.17595119518652488;-0.9316586094554852;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;2.495779570124453;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;1.701794316626982;-0.5927489783638191;-0.5747842552932688;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;-1.3169430077814688;-0.5149331658917787;3777
30;-0.9933554081432371;-1.5916297335516865;-0.17586311452816475;-1.4577379737113252;-1.3929515781519624;-0.8766377463935175;-1.1690393677527047;-0.42008402520840293;2.4784787961282104;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;1.701794316626982;-0.5927489783638191;-0.5747842552932688;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;-1.3169430077814688;-1.5131880916916727;1096
565;1.0066890377827438;0.15262202924468238;-0.17586311452816475;0.6859943405700352;1.6965289351251982;-0.36958216577596775;1.4421489735167101;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;2.4282816402011385;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;1.7397832156863375;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;0.48503146124676694;-0.015805702991831688;5713
594;1.0066890377827438;0.44333065637741054;-0.17586311452816475;0.6859943405700352;1.1295181443414957;-0.33479267835552556;0.09090465705561437;-0.42008402520840293;-0.4034732923929646;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;2.412090756622109;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;-0.5927489783638191;1.7397832156863375;-0.5542468245138262;0.7745966692414834;-0.7311134345776645;-0.1655211777204736;0.48503146124676694;0.4833217599081153;7605
135;-0.9933554081432371;-0.4287952250207739;-0.17586311452816475;-1.4577379737113252;0.38913224042449096;-0.24543786948487664;1.7282232206954107;-0.42008402520840293;2.4784787961282104;-0.4062616689884986;-0.40067641067762017;-0.4118138454142281;-0.414578098794425;-0.40067641067762017;-0.420084025208403;-0.5876150779384646;1.6870547845739468;-0.5747842552932688;-0.5542468245138262;-1.2909944487358056;1.3677768082290278;-0.1655211777204736;-0.4159557732673509;-1.5131880916916727;4553
